AREA NAME,Rpt Dist No,LOCATION,LAT,LON
Pacific,1496,9700 AIRPORT BL,33.9472,-118.3909
77th Street,1233,5900 HAAS AV,33.9873,-118.3167
Foothill,1685,7800 IRVINE AV,34.2121,-118.3856
Wilshire,742,6100 WILSHIRE BL,34.063,-118.3614
Hollenbeck,466,300 N MATHEWS ST,34.0447,-118.2075
Rampart,251,2600 WILSHIRE BL,34.0605,-118.2814
Mission,1994,14600 ROSCOE BL,34.2215,-118.4507
Central,164,600 S MAIN ST,34.0453,-118.2499
77th Street,1293,10500 S MANHATTAN PL,33.9409,-118.3102
Mission,1985,14600 PARTHENIA ST,34.2271,-118.4503
Southeast,1842,100 W 109TH ST,33.9374,-118.2739
Hollywood,645,7000 HAWTHORN AV,34.1004,-118.3414
Devonshire,1723,10600 INDEPENDENCE AV,34.2624,-118.5908
Hollenbeck,421,2400 N BROADWAY,34.0736,-118.217
N Hollywood,1501,13200 CANTARA ST,34.2198,-118.4201
N Hollywood,1543,5300 CORTEEN PL,34.1667,-118.402
Harbor,507,22400 DENKER AV,33.8234,-118.3038
Hollywood,678,1000 N WESTERN AV,34.0885,-118.3092
Newton,1393,200 W 66TH ST,33.9797,-118.2766
Devonshire,1767,9600 RESEDA BL,34.2449,-118.5361
Devonshire,1795,17300 CHASE ST,34.2231,-118.5098
Pacific,1463,5500 WESTLAWN AV,33.9793,-118.4139
Southeast,1821,700 W COLDEN AV,33.9491,-118.2893
Van Nuys,914,7000 N SEPULVEDA BL,34.1975,-118.4662
N Hollywood,1503,12200 SHERMAN WY,34.201,-118.399
Devonshire,1708,16500 ARMSTEAD ST,34.2822,-118.4912
Wilshire,702,900 N MARTEL AV,34.0871,-118.3511
Newton,1353,1000 E 43RD ST,34.0057,-118.2581
Rampart,202,1000 N HOOVER ST,34.0888,-118.2881
Newton,1361,100 W 48TH ST,33.9992,-118.274
Olympic,2023,300 S KINGSLEY DR,34.069,-118.3029
Central,157,6TH ST,34.0423,-118.2453
West LA,881,11600 W OLYMPIC BL,34.0354,-118.4459
77th Street,1257,900 W 78TH ST,33.9688,-118.2894
Northeast,1177,2600 THORPE AV,34.091,-118.2277
Northeast,1137,300 N AVENUE 52,34.1085,-118.2011
Rampart,205,700 PARKMAN AV,34.079,-118.2758
West Valley,1045,18000 MARTHA ST,34.1731,-118.5239
Olympic,2046,900 S NEW HAMPSHIRE AV,34.056,-118.2929
Pacific,1479,8200 RAMSGATE AV,33.9645,-118.3825
Hollywood,656,6100 ROMAINE ST,34.0889,-118.3244
Harbor,585,1800 S GAFFEY ST,33.7279,-118.2924
77th Street,1213,5300 RUTHELEN ST,33.9939,-118.3126
Wilshire,782,1800 S FAIRFAX AV,34.0431,-118.3692
West LA,884,2300 WESTWOOD BL,34.0424,-118.4305
Southeast,1822,200 W 99TH ST,33.9465,-118.2766
Southeast,1839,2100 E 105TH ST,33.9406,-118.2336
Central,164,100 W 7TH ST,34.0446,-118.2507
77th Street,1265,8400 S VERMONT AV,33.9611,-118.2917
Southeast,1821,500 W COLDEN AV,33.9492,-118.2827
Central,148,400 S SAN PEDRO ST,34.0455,-118.2432
West Valley,1024,6800 RHEA AV,34.1938,-118.5415
77th Street,1245,1000 W 67TH ST,33.9785,-118.2919
77th Street,1213,5200 S WESTERN AV,33.9951,-118.3089
Harbor,566,1300 S MESA ST,33.7324,-118.2858
Van Nuys,943,5400 TYRONE AV,34.1686,-118.4443
Southwest,361,4000 NICOLET AV,34.0171,-118.3531
Wilshire,752,1200 S LA JOLLA AV,34.055,-118.3733
N Hollywood,1553,11900 RIVERSIDE DR,34.1576,-118.3921
Van Nuys,937,BESSEMER,34.1812,-118.4356
Mission,1972,15200 SUNBURST ST,34.2345,-118.4643
West Valley,1063,18400 BURBANK BL,34.1718,-118.5338
Mission,1916,13100 BORDEN AV,34.3082,-118.4441
Devonshire,1723,20400 SHAMROCK PL,34.2649,-118.5791
Olympic,2017,100 S BERENDO ST,34.0727,-118.2942
Southwest,378,700 EXPOSITION BL,34.0181,-118.2846
West LA,813,700 HALLIDAY AV,34.0743,-118.4776
N Hollywood,1521,6900 ATOLL AV,34.1958,-118.4203
N Hollywood,1547,11400 CHANDLER BL,34.1681,-118.379
West Valley,1011,19500 LEADWELL ST,34.2035,-118.5579
Olympic,2088,1800 ARAPAHOE ST,34.0418,-118.2852
Harbor,511,1600 256TH ST,33.7915,-118.3043
Southeast,1849,2100 E 114TH ST,33.9315,-118.2349
Wilshire,747,1100 S HIGHLAND AV,34.0557,-118.3406
Harbor,585,1100 W 24TH ST,33.7225,-118.3013
N Hollywood,1545,12000 HESBY ST,34.1622,-118.3943
N Hollywood,1532,5800 LAUREL CANYON BL,34.1797,-118.4014
Mission,1974,9000 TOBIAS AV,34.2336,-118.4517
Pacific,1473,7200 W MANCHESTER AV,33.9599,-118.4237
N Hollywood,1522,6600 ATOLL AV,34.1899,-118.4189
77th Street,1232,3300 W 60TH ST,33.9872,-118.3277
Topanga,2128,20300 ARMINTA ST,34.2132,-118.5754
N Hollywood,1585,4200 ELMER AV,34.145,-118.3768
Harbor,501,700 W 182ND ST,33.8696,-118.2863
77th Street,1243,1700 W 64TH ST,33.9814,-118.3068
West LA,857,1100 S BEVERLY DR,34.0571,-118.3967
Pacific,1458,4900 S SLAUSON AV,33.9949,-118.4089
Southeast,1822,100 W 98TH ST,33.9472,-118.2739
Pacific,1438,3700 VETERAN AV,0.0,0.0
Northeast,1107,1500 OAK GROVE DR,34.1312,-118.1997
77th Street,1258,100 E 73RD ST,33.9738,-118.2739
Foothill,1672,11800 PEORIA ST,34.2312,-118.3903
Central,166,600 WALL ST,34.0435,-118.2471
77th Street,1243,6200 S DENKER AV,33.979,-118.3112
Rampart,261,2200 W 8TH ST,34.0554,-118.2789
77th Street,1251,6700 BRYNHURST AV,33.9781,-118.3338
Devonshire,1775,9200 ENCINO AV,34.2377,-118.5156
Mission,1902,13300 DRONFIELD AV,34.3129,-118.4438
Southeast,1864,800 E 116TH ST,33.9292,-118.2604
Olympic,2069,1100 S VERMONT AV,34.0499,-118.2879
Rampart,266,700 S UNION AV,34.0531,-118.2738
N Hollywood,1544,5100 LAUREL CANYON BL,34.1613,-118.4008
Pacific,1431,MAIN ST,33.988,-118.4703
Southeast,1824,9300 S CENTRAL AV,33.9518,-118.2554
Van Nuys,926,6700 MURIETTA AV,34.1917,-118.4389
Southeast,1827,10100 WILMINGTON AV,33.9446,-118.2391
Harbor,513,25000 FRAMPTON AV,33.7978,-118.2999
Topanga,2156,6600 TOPANGA CANYON BL,34.1904,-118.6059
Pacific,1469,6900 KNOWLTON PL,33.975,-118.3713
Central,155,200 E 6TH ST,34.0448,-118.2474
Rampart,236,1900 W COURT ST,34.0682,-118.2663
Foothill,1642,10100 HADDON AV,34.2537,-118.421
N Hollywood,1548,11000 MAGNOLIA BL,34.1667,-118.3702
Devonshire,1723,10300 VARIEL AV,34.2572,-118.5929
77th Street,1257,7600 S FIGUEROA ST,33.9708,-118.2827
West LA,811,1600 CHASTAIN PKWY,34.0755,-118.5479
Devonshire,1747,16900 BLACKHAWK ST,34.2589,-118.5006
Topanga,2146,6900 OWENSMOUTH AV,34.1956,-118.6015
Foothill,1605,11600 GLADSTONE AV,34.2808,-118.396
Hollenbeck,442,1000 LORD ST,34.0577,-118.2134
Central,148,600 E 5TH ST,34.0438,-118.2416
N Hollywood,1526,11500 CALVERT ST,34.1812,-118.3817
Pacific,1487,8600 S SEPULVEDA BL,33.9598,-118.3962
N Hollywood,1585,11100 AQUA VISTA ST,34.145,-118.3725
Pacific,1469,7100 ALVERN ST,33.9752,-118.3772
West Valley,1041,5600 CALVIN AV,34.1794,-118.5557
Olympic,2014,4200 W 1ST ST,34.0737,-118.3029
Central,147,300 E 5TH ST,34.0453,-118.2443
Mission,1941,10900 MARKLEIN AV,34.2683,-118.4703
West Valley,1088,16200 VENTURA BL,34.1568,-118.4864
77th Street,1203,5000 DENKER AV,33.9994,-118.3108
Devonshire,1795,17200 RAYMER ST,34.2243,-118.507
N Hollywood,1553,4700 BEN AV,34.1558,-118.3943
Rampart,216,400 CORONADO TR,34.0721,-118.2723
West Valley,1044,18300 HATTERAS ST,34.1774,-118.5308
Harbor,564,200 S CENTRE ST,33.7424,-118.2836
Hollywood,622,2200 CHELAN DR,34.113,-118.3473
Rampart,247,400 S BURLINGTON AV,34.0605,-118.2695
West Valley,1049,6300 WOODLEY AV,34.1822,-118.4836
Wilshire,743,5900 W OLYMPIC BL,34.0575,-118.3599
N Hollywood,1545,5100 COLFAX AV,34.1649,-118.3921
Southeast,1841,10400 S HOOVER ST,33.9423,-118.287
Central,134,300 W 3RD ST,34.051,-118.248
Devonshire,1776,16700 KINZIE ST,34.2485,-118.4965
Southeast,1841,11200 SOUTHWEST BL,33.9334,-118.2886
Topanga,2105,8400 TOPANGA CANYON BL,34.2224,-118.606
77th Street,1256,700 W 73RD ST,33.9736,-118.2858
Rampart,236,100 S MOUNTAIN VIEW AV,34.0648,-118.2708
Mission,1916,UNKNOWN,34.306,-118.4413
Foothill,1664,9700 SAN FERNANDO RD,34.2471,-118.401
Olympic,2055,1100 S KENMORE AV,34.0509,-118.2968
Harbor,587,2600 S PECK AV,33.7206,-118.2916
Topanga,2114,7600 RUDNICK AV,34.2086,-118.6121
Foothill,1622,10900 EL DORADO AV,34.2677,-118.4269
Olympic,2033,3700 WILSHIRE BL,34.0617,-118.3066
Pacific,1428,3200 OVERLAND AV,34.0265,-118.4184
Topanga,2187,21700 VENTURA BL,34.1683,-118.6007
Hollywood,659,1300 N SERRANO AV,34.095,-118.307
Devonshire,1793,19000 BRYANT ST,34.2272,-118.5471
Devonshire,1795,17900 ROSCOE BL,34.2248,-118.5151
Pacific,1458,5000 S SLAUSON AV,33.9943,-118.408
Topanga,2148,20200 HARTLAND ST,34.1947,-118.5737
Southwest,396,900 W 41ST ST,34.0092,-118.29
Wilshire,743,6000 WILSHIRE BL,34.0627,-118.3593
Northeast,1176,2300 FERNLEAF ST,34.0875,-118.2319
Van Nuys,939,AETNA,34.1803,-118.4204
Van Nuys,909,7500 WOODMAN PL,34.2071,-118.4298
Harbor,505,900 FRANCISCO ST,33.8498,-118.2929
Rampart,261,2600 W 7TH ST,34.059,-118.2824
Topanga,2173,23000 LEONORA DR,34.1658,-118.6273
77th Street,1255,7300 S DENKER AV,33.9735,-118.3046
N Hollywood,1595,11600 VENTURA BL,34.1403,-118.3848
Central,192,1400 S FLOWER ST,34.0388,-118.2677
Southeast,1827,9300 CROESUS AV,33.9487,-118.2392
Pacific,1452,100 CATAMARAN ST,33.9781,-118.4644
Van Nuys,941,5800 VAN NUYS BL,34.1766,-118.4589
Hollywood,659,5400 FOUNTAIN AV,34.0966,-118.3049
Pacific,1424,3000 INGLEWOOD BL,34.0215,-118.441
Hollenbeck,489,3000 WYNWOOD LN,34.0248,-118.2139
N Hollywood,1531,12500 BURBANK BL,34.1721,-118.4053
Wilshire,755,5400 SAN VICENTE BL,34.0531,-118.3524
77th Street,1231,4100 W 60TH ST,33.9853,-118.3464
Devonshire,1762,20500 LASSEN ST,34.25,-118.5798
Hollywood,645,7000 LANEWOOD AV,34.0992,-118.3414
Harbor,511,1700 256TH ST,33.7915,-118.3077
Southeast,1822,100 E 95TH ST,33.9501,-118.2739
Hollenbeck,454,1800 E 4TH ST,34.0453,-118.2197
77th Street,1203,1800 W 49TH ST,33.999,-118.3133
77th Street,1251,3300 W 74TH ST,33.9727,-118.3299
Southeast,1827,10100 BEACH ST,33.945,-118.2413
Rampart,269,1500 CAMBRIA ST,34.0523,-118.2699
West Valley,1025,6800 NEWCASTLE AV,34.1948,-118.5253
Harbor,506,1500 W 220TH ST,33.828,-118.3038
Hollenbeck,479,900 CALZONA ST,34.0243,-118.1931
Topanga,2137,7300 VARIEL AV,34.2029,-118.5928
Newton,1331,MAIN ST,34.0225,-118.2702
Newton,1333,800 E 28TH ST,34.019,-118.2606
Foothill,1675,8600 HERRICK AV,34.2273,-118.3686
Topanga,2102,8300 WOODLAKE AV,34.2193,-118.6322
Pacific,1479,5400 W 76TH ST,33.9678,-118.3742
Harbor,518,1400 BAYPOINT AV,33.7926,-118.2586
Hollenbeck,462,2100 WHITTIER BL,34.0362,-118.2199
77th Street,1255,7600 DALTON AV,33.9709,-118.3035
Southwest,361,5000 COLISEUM ST,34.0183,-118.3536
Foothill,1658,7000 SUNNYCREST TL,34.2539,-118.2843
Harbor,565,800 S GAFFEY ST,33.737,-118.2923
Southeast,1834,700 E 108TH ST,33.9383,-118.263
Southeast,1829,2100 E CENTURY BL,33.9463,-118.235
Foothill,1621,13700 JUDD ST,34.2632,-118.431
Mission,1921,12700 ENCINITAS AV,34.3008,-118.4749
West Valley,1091,4500 CONCHITA WY,34.1521,-118.5594
N Hollywood,1506,11000 VALERIO ST,34.2048,-118.3703
Northeast,1147,3400 SCARBORO ST,34.1036,-118.2267
Pacific,1433,1100 VENICE BL,33.9947,-118.4517
Newton,1391,6600 S BROADWAY,33.9789,-118.2795
Harbor,513,25600 MARIGOLD AV,33.7862,-118.2908
Newton,1371,5200 S MAIN ST,33.9924,-118.2772
Southwest,321,5600 CLEMSON ST,34.0238,-118.3669
Newton,1361,200 W 49TH ST,33.9983,-118.2762
N Hollywood,1585,4100 ELMER AV,34.143,-118.3768
Central,111,PASEO LUIS OLIVARES,34.0615,-118.2412
Southeast,1842,109TH,33.9374,-118.2784
Hollenbeck,411,300 SAN FERNANDO RD,34.0768,-118.2228
77th Street,1232,5800 CRENSHAW BL,33.989,-118.3308
Foothill,1654,12300 OSBORNE ST,34.2647,-118.4019
Van Nuys,909,13800 COHASSET ST,34.2066,-118.4341
Hollenbeck,478,3400 WHITTIER BL,34.0276,-118.2005
Central,145,100 WINSTON ST,34.0476,-118.2477
Topanga,2103,22100 LONDELIUS ST,34.229,-118.6084
Foothill,1617,11000 QUILL AV,34.2692,-118.3166
Pacific,1424,3100 S BARRINGTON AV,34.0167,-118.4382
Wilshire,732,6300 W 5TH ST,34.0678,-118.3645
West Valley,1065,5300 YARMOUTH AV,34.167,-118.5203
Hollywood,645,1700 N SYCAMORE AV,34.1015,-118.3434
Southeast,1822,10300 S MAIN ST,33.9429,-118.2739
Devonshire,1781,20900 GRESHAM ST,34.2306,-118.5885
Newton,1395,67TH ST,33.9784,-118.263
West Valley,1028,6400 BALBOA BL,34.1866,-118.5011
West LA,895,3200 MOTOR AV,34.031,-118.411
N Hollywood,1566,10900 BLOOMFIELD ST,34.1493,-118.3682
Hollywood,631,1700 SUNSET PLAZA DR,34.0986,-118.388
Devonshire,1708,12000 SUSAN DR,34.288,-118.4971
Devonshire,1797,16700 PARTHENIA ST,34.2285,-118.4958
Wilshire,789,2000 4TH AV,34.0385,-118.3213
Van Nuys,914,14900 VANOWEN ST,34.1976,-118.4574
N Hollywood,1525,6100 RADFORD AV,34.1812,-118.3921
Southeast,1822,103RD ST,33.9428,-118.2784
Pacific,1435,3600 MCLAUGHLIN AV,34.0124,-118.4276
Newton,1325,2600 NAOMI AV,34.0177,-118.2525
Olympic,2071,3200 W PICO BL,34.0472,-118.3116
Mission,1921,15200 NURMI ST,34.2966,-118.4644
Foothill,1678,8800 BLUFFDALE DR,34.2286,-118.3608
Devonshire,1705,12900 JOLETTE AV,34.3045,-118.5155
Southeast,1822,200 W 93RD ST,33.9519,-118.2762
N Hollywood,1555,11000 OTSEGO ST,34.163,-118.3706
Olympic,2081,1800 S ST ANDREWS PL,34.0408,-118.3115
77th Street,1215,1200 W 56TH ST,33.9915,-118.2959
Devonshire,1749,10500 WOODLEY AV,34.261,-118.4848
Van Nuys,946,5700 MATILIJA AV,34.1739,-118.4334
Hollywood,666,6200 W SUNSET BL,34.098,-118.3237
Newton,1313,900 E 15TH ST,34.0293,-118.2526
West Valley,1028,16500 VANOWEN ST,34.1939,-118.4924
Southeast,1821,700 W CENTURY BL,33.9455,-118.287
Devonshire,1701,20400 BIRMINGHAM WY,34.2831,-118.5807
Southwest,357,3600 S NORMANDIE AV,34.0228,-118.3002
Wilshire,733,5700 W 6TH ST,34.0649,-118.3525
Central,159,1800 INDUSTRIAL ST,34.0358,-118.2345
Northeast,1141,1800 N ALEXANDRIA AV,34.1036,-118.2983
West Valley,1037,17000 HAYNES ST,34.1894,-118.5074
Southwest,338,3000 S VERMONT AV,34.0275,-118.2915
Olympic,2055,FEDORA ST,34.0509,-118.2979
Wilshire,734,300 S CURSON AV,34.0688,-118.3552
Rampart,235,200 N CARONDELET ST,34.0702,-118.2741
Olympic,2056,1100 S VERMONT AV,34.0509,-118.2937
Mission,1994,14500 LANARK ST,34.2184,-118.4547
Van Nuys,926,6600 VAN NUYS BL,34.1903,-118.4399
Wilshire,734,400 S BURNSIDE AV,34.0662,-118.3506
Topanga,2133,23300 KESWICK ST,34.2102,-118.6355
Olympic,2001,600 N PLYMOUTH BL,34.0817,-118.3206
West Valley,1015,7500 YARMOUTH AV,34.2068,-118.5197
Devonshire,1745,17900 HIAWATHA ST,34.2591,-118.5233
Topanga,2101,9300 GLADE AV,34.2393,-118.609
77th Street,1265,1500 W 84TH PL,33.9618,-118.3025
Pacific,1453,4000 GLENCOE AV,33.9918,-118.4446
Newton,1362,4700 WALL ST,34.0011,-118.2718
Topanga,2189,20000 VENTURA BL,34.1719,-118.5682
Newton,1372,200 E 55TH ST,33.9924,-118.272
77th Street,1233,SLAUSON AV,33.9892,-118.3089
Hollywood,646,1600 COSMO ST,34.0998,-118.3288
Southwest,373,3800 NORTON AV,34.0171,-118.3329
Rampart,205,800 N LA FAYETTE PARK PL,34.0795,-118.2729
West Valley,1043,18500 HATTERAS ST,34.1775,-118.536
Southeast,1864,900 E IMPERIAL HY,33.9309,-118.2586
Devonshire,1761,21400 PLUMMER ST,34.2427,-118.5976
West LA,801,1700 PALISADES DR,34.0764,-118.5628
77th Street,1256,300 W 75TH ST,33.9718,-118.2783
Harbor,506,1400 W 215TH ST,33.8335,-118.3017
Olympic,2036,700 S CATALINA ST,34.0598,-118.2954
Mission,1907,13300 GRIDLEY ST,34.3063,-118.423
77th Street,1283,2100 W CENTURY BL,33.9455,-118.3093
Harbor,524,300 KING AV,33.7731,-118.2749
Hollywood,632,1600 N LAUREL AV,34.0999,-118.3643
Central,111,800 NEW DEPOT ST,34.0645,-118.2432
West LA,855,1600 CAMDEN AV,34.0487,-118.4426
Harbor,506,1600 W 219TH ST,33.8291,-118.3065
Wilshire,742,6300 WILSHIRE BL,34.0634,-118.3657
Devonshire,1737,16800 SAN FERNANDO MISSION BL,34.272,-118.4978
Southwest,395,4000 S HARVARD BL,34.0109,-118.3067
Pacific,1488,5700 W CENTURY BL,33.9456,-118.3797
Hollywood,637,1700 N GOWER ST,34.1017,-118.3224
Northeast,1151,4800 W SUNSET BL,34.0982,-118.294
Southwest,392,5100 CRENSHAW BL,33.996,-118.3309
Southwest,363,4100 BUCKINGHAM RD,34.0121,-118.3423
Southeast,1802,100 W 91ST ST,33.9537,-118.2739
N Hollywood,1517,VANOWEN,34.194,-118.3768
77th Street,1268,8400 S MAIN ST,33.9628,-118.2739
Foothill,1659,6200 REID ST,34.2485,-118.2671
West Valley,1063,18500 BURBANK BL,34.1723,-118.536
Hollenbeck,448,1500 MURCHISON ST,34.0593,-118.1959
Wilshire,726,100 S POINSETTIA PL,34.0736,-118.3486
Newton,1393,100 W 71ST ST,33.9756,-118.2739
N Hollywood,1548,11100 CHANDLER BL,34.1681,-118.3725
Hollenbeck,416,1000 MONTECITO DR,34.088,-118.1998
Central,131,100 S FIGUEROA ST,34.0569,-118.254
77th Street,1269,8300 AVALON BL,33.9637,-118.2651
West Valley,1006,7600 LOUISE AV,34.2147,-118.5142
Topanga,2196,4600 MORRO DR,34.1537,-118.5905
Newton,1373,700 E 56TH ST,33.9916,-118.2628
Mission,1966,14300 TUPPER ST,34.2389,-118.4449
Rampart,281,1100 S WESTLAKE AV,34.0491,-118.2823
Central,111,600 N HILL PL,34.0599,-118.2426
Topanga,2185,22100 CLARENDON ST,34.1696,-118.6102
77th Street,1268,GRAND AV,33.964,-118.2739
Pacific,1441,2500 PACIFIC AV,33.9826,-118.4681
77th Street,1251,3200 W 78TH PL,33.9682,-118.3287
Southwest,363,3800 SANTA ROSALIA DR,34.0104,-118.3398
77th Street,1283,9200 LA SALLE AV,33.9527,-118.3058
Olympic,2005,500 N KINGSLEY DR,34.0799,-118.3034
Northeast,1116,600 MILO TR,34.1122,-118.2077
Foothill,1637,10800 BETTY LOU LN,34.266,-118.3004
Pacific,1414,600 ROSE AV,33.9991,-118.4721
Southeast,1838,1900 S SANTA ANA BL,33.9399,-118.2362
Pacific,1457,12400 ALLIN ST,33.9884,-118.4177
West Valley,1029,7100 WOODLEY AV,34.1994,-118.4837
West LA,832,11800 DARLINGTON AV,34.0513,-118.4659
Central,182,1200 S HOPE ST,34.0408,-118.2644
Hollenbeck,427,4700 TEMPLETON ST,34.0821,-118.1811
Northeast,1189,3500 ARROYO SECO AV,34.0878,-118.2151
Wilshire,737,300 S ORANGE DR,34.0689,-118.3419
Topanga,2138,20500 LEADWELL ST,34.2039,-118.5808
Van Nuys,906,7200 TYRONE AV,34.2012,-118.4444
77th Street,1283,2100 W 94TH PL,33.9505,-118.3154
Topanga,2157,20300 HAMLIN ST,34.1907,-118.5753
West Valley,1017,7500 OSTROM AV,34.2062,-118.5076
Devonshire,1718,16000 SAN FERNANDO MISSION BL,34.2754,-118.4782
Northeast,1124,3000 ROSWELL ST,34.1141,-118.2451
Mission,1917,14000 ASTORIA ST,34.312,-118.4382
Foothill,1695,11000 ARMINTA ST,34.2139,-118.3703
Newton,1364,1100 E 52ND ST,33.996,-118.2565
West LA,889,2000 S SHERBOURNE DR,34.0414,-118.3825
Harbor,521,800 MILLMARK GROVE ST,33.7596,-118.2953
Harbor,514,1600 N WILMINGTON BL,33.7897,-118.2787
Newton,1383,6000 S MAIN ST,33.9851,-118.2739
Harbor,555,200 N GRAND AV,33.7442,-118.2901
Foothill,1612,11000 NORRIS AV,34.2704,-118.4162
Olympic,2024,500 S WESTERN AV,34.0642,-118.3091
Hollywood,632,8500 APPIAN WY,34.1074,-118.3786
77th Street,1232,3100 W 59TH PL,33.9863,-118.3264
Newton,1326,2700 HOOPER AV,34.0157,-118.2509
77th Street,1273,8900 S HARVARD BL,33.9563,-118.3069
77th Street,1218,900 W 54TH ST,33.9932,-118.2897
Mission,1952,9900 SEPULVEDA BL,34.2537,-118.4698
Northeast,1132,3400 RIVERSIDE DR,34.1161,-118.271
Van Nuys,914,6800 KESTER AV,34.1939,-118.4574
Newton,1377,1500 E 55TH ST,33.993,-118.2478
Hollywood,638,1700 CANYON DR,34.1028,-118.3158
77th Street,1258,200 W 75TH ST,33.9718,-118.2765
Wilshire,759,3700 W PICO BL,34.0495,-118.3215
Devonshire,1782,8900 WINNETKA AV,34.2318,-118.5711
Harbor,567,400 W 16TH ST,33.7297,-118.2858
Topanga,2107,8400 DE SOTO AV,34.2222,-118.5885
Wilshire,782,5900 BURCHARD AV,34.0365,-118.3734
Newton,1393,6900 S MAIN ST,33.9786,-118.2761
West LA,823,300 VIA DE LA PAZ,34.0363,-118.5298
N Hollywood,1523,6000 BELLAIRE AV,34.1794,-118.4094
Devonshire,1791,8500 DE SOTO AV,34.2246,-118.5885
Foothill,1641,13300 TERRA BELLA ST,34.2552,-118.4225
Hollenbeck,462,1800 E 4TH ST,34.0431,-118.2196
Newton,1317,900 MCGARRY ST,34.0284,-118.24
Newton,1367,31ST ST,33.9993,-118.2432
Van Nuys,974,4700 VISTA DEL MONTE AV,34.1558,-118.4498
N Hollywood,1591,4100 VANETTA PL,34.1395,-118.4051
Central,153,500 S SPRING ST,34.0467,-118.252
Foothill,1622,13500 MERCER ST,34.2653,-118.4269
West Valley,1001,19200 SATICOY ST,34.2143,-118.5534
Olympic,2054,3000 W OLYMPIC BL,34.0526,-118.3004
Devonshire,1722,21600 DEVONSHIRE ST,34.2607,-118.6025
Van Nuys,941,15300 HATTERAS ST,34.1757,-118.4662
Southeast,1844,11000 AVALON BL,33.9356,-118.2652
Newton,1391,W 69TH ST,33.9774,-118.2783
Pacific,1407,10100 TABOR ST,34.0269,-118.4037
Newton,1361,200 W 47TH ST,34.001,-118.2766
Harbor,515,1500 N FRIES AV,33.7932,-118.2659
West LA,857,1400 REEVES ST,34.0553,-118.3965
Olympic,2033,900 S SERRANO AV,34.0559,-118.3066
77th Street,1253,1700 W FLORENCE AV,33.9746,-118.3068
Southwest,334,3000 11TH AV,34.0276,-118.3293
Southwest,379,1000 W 38TH ST,34.0169,-118.2915
Topanga,2128,20300 STAGG ST,34.2107,-118.5754
Topanga,2111,24000 STRATHERN ST,34.215,-118.6503
Newton,1364,4600 HOOPER AV,33.9994,-118.2543
Foothill,1684,12000 KESWICK ST,34.2103,-118.3943
West LA,898,3100 S CANFIELD AV,34.0326,-118.3941
77th Street,1242,6200 S VAN NESS AV,33.9818,-118.3221
Hollywood,642,1600 N OGDEN DR,34.0999,-118.3594
77th Street,1208,600 W 46TH ST,34.0017,-118.2838
Topanga,2128,7600 WINNETKA AV,34.212,-118.5754
N Hollywood,1581,4300 WILKINSON AV,34.1486,-118.4042
N Hollywood,1523,12800 VICTORY BL,34.1867,-118.4117
Southwest,379,1000 W 39TH PL,34.0142,-118.2915
Hollywood,676,800 N CAHUENGA BL,34.0853,-118.3288
Hollywood,669,5400 SANTA MONICA BL,34.0929,-118.3048
Olympic,2004,4500 BEVERLY BL,34.0799,-118.3068
Southeast,1826,10100 COURTNEY ST,33.9451,-118.2482
Hollywood,667,1100 GORDON ST,34.0908,-118.3201
West LA,898,2400 S SHENANDOAH ST,34.0394,-118.385
Central,124,100 W 1ST ST,34.0522,-118.2434
Hollywood,645,1300 N ORANGE DR,34.0943,-118.3415
Rampart,211,4100 CLINTON ST,34.0818,-118.2917
Northeast,1143,3900 TRACY ST,34.1072,-118.277
Pacific,1499,11200 S LA CIENEGA BL,33.9322,-118.37
Mission,1988,13100 REEDLEY ST,34.2273,-118.4207
N Hollywood,1519,6700 RIVERTON AV,34.1922,-118.366
Mission,1988,8200 ALLOTT AV,34.2198,-118.4278
Rampart,235,2300 W 2ND ST,34.0667,-118.2729
Hollywood,642,1300 N SIERRA BONITA AV,34.0981,-118.3577
N Hollywood,1595,DONA PEGITA DR,34.1317,-118.3806
Northeast,1129,900 ELDER CT,34.1226,-118.1753
West LA,829,1200 WOODRUFF AV,34.0647,-118.43
77th Street,1266,FIGUEROA,33.9661,-118.2849
Southwest,362,4000 GELBER PL,34.0133,-118.3487
77th Street,1251,7500 CRENSHAW BL,33.9718,-118.3309
Southeast,1805,300 E 93RD ST,33.9542,-118.2684
77th Street,1283,10000 S WESTERN AV,33.9455,-118.309
Devonshire,1764,19300 ROMAR ST,34.2552,-118.5551
Olympic,2029,3100 W 3RD ST,34.0685,-118.2843
Topanga,2158,6000 DE SOTO AV,34.1792,-118.5904
Devonshire,1772,20000 PRAIRIE ST,34.2392,-118.5696
Devonshire,1754,18400 LEMARSH ST,34.2554,-118.5361
Southeast,1881,15500 S VERMONT AV,33.8907,-118.2916
N Hollywood,1523,6300 GOODLAND AV,34.1849,-118.412
Pacific,1412,00 WESTMINSTER AV,33.9888,-118.4746
Hollenbeck,406,4000 VIA MARISOL,34.0935,-118.1856
Hollywood,643,1600 N FULLER AV,34.0998,-118.349
77th Street,1266,8200 S FIGUEROA ST,33.9645,-118.2827
Mission,1925,14600 TUNDRA DR,34.2944,-118.451
Olympic,2017,100 S VERMONT AV,34.0709,-118.2941
West Valley,1018,7500 GAVIOTA AV,34.2066,-118.4815
Northeast,1146,1900 BLAKE AV,34.0983,-118.2436
